network,strategy,null_model,fraction_removed,lcc_real,lcc_null,delta,delta_std
AS Internet,degree-targeted attack,ER,0.6299906279287723,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.6399250234301781,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.6499531396438613,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.6599812558575445,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.6699156513589504,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.6799437675726335,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.6899718837863168,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7099343955014058,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7199625117150891,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7299906279287722,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7399250234301781,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7499531396438613,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7599812558575445,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7699156513589503,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7799437675726335,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.7899718837863168,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.8,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.8099343955014058,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.819962511715089,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.8299906279287722,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.839925023430178,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.8499531396438613,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.8599812558575445,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.8699156513589503,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.8799437675726336,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.8899718837863168,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.9,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.9099343955014058,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.919962511715089,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.9299906279287724,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.939925023430178,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.9499531396438612,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.9599812558575446,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.9699156513589504,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.9799437675726336,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,0.9899718837863168,9.372071227741332e-05,9.372071227741332e-05,0.0,0.0
AS Internet,degree-targeted attack,ER,1.0,0.0,0.0,0.0,0.0
WWW Notre Dame,random failure,ER,0.0,1.0,0.9986461137939816,0.0013538862060183954,5.551115123125784e-16
WWW Notre Dame,random failure,ER,0.0099991096893429,0.9816069493351834,0.9885793097943384,-0.006972360459154947,0.0028342044443387614
WWW Notre Dame,random failure,ER,0.0199982193786859,0.9629629231661904,0.9785051377064984,-0.01554221454030802,0.005333467583585175
WWW Notre Dame,random failure,ER,0.0299973290680289,0.94295426566256,0.9684325006370328,-0.02547823497447277,0.006629532988433517
WWW Notre Dame,random failure,ER,0.0399995087941202,0.9220356492667218,0.9583475834205736,-0.03631193415385181,0.00912813992181162
WWW Notre Dame,random failure,ER,0.0499986184834632,0.9043967531291348,0.9482519210754952,-0.04385516794636035,0.009082569370488293
WWW Notre Dame,random failure,ER,0.0599977281728062,0.887168934912151,0.9381647013314748,-0.050995766419323796,0.00895491412937818
WWW Notre Dame,random failure,ER,0.0699999078988975,0.8705499049823624,0.928065047938624,-0.05751514295626159,0.008776910785552972
WWW Notre Dame,random failure,ER,0.0799990175882405,0.853057910103184,0.9179580264575768,-0.06490011635439286,0.010212371896895474
WWW Notre Dame,random failure,ER,0.0899981272775835,0.8353484031203854,0.90785039096918,-0.07250198784879458,0.010115119797746455
WWW Notre Dame,random failure,ER,0.0999972369669265,0.8192488234084163,0.8977326243595135,-0.0784838009510972,0.010481540523423621
WWW Notre Dame,random failure,ER,0.1099994166930178,0.8015522105799606,0.8876076431634887,-0.0860554325835281,0.01276735489250774
WWW Notre Dame,random failure,ER,0.1199985263823607,0.7845144276376987,0.8774748333737555,-0.0929604057360568,0.013192187138971726
WWW Notre Dame,random failure,ER,0.1299976360717037,0.7684713366018989,0.8673381860380868,-0.09886684943618784,0.013176577695660748
WWW Notre Dame,random failure,ER,0.1399998157977951,0.7520380438953855,0.8571838859911152,-0.10514584209572964,0.013408683683141466
WWW Notre Dame,random failure,ER,0.149998925487138,0.7346974018278998,0.8470278974239323,-0.11233049559603248,0.012529351868316534
WWW Notre Dame,random failure,ER,0.159998035176481,0.7182911254447715,0.8368499580939984,-0.11855883264922695,0.013678525389972414
WWW Notre Dame,random failure,ER,0.169997144865824,0.7022090449422681,0.8266836849037084,-0.12447463996144026,0.014759699763521636
WWW Notre Dame,random failure,ER,0.1799993245919153,0.6859949528595857,0.8165023685333515,-0.13050741567376578,0.014655378155315524
WWW Notre Dame,random failure,ER,0.1899984342812583,0.6706654918659375,0.8063009434222927,-0.13563545155635526,0.014097508196291835
WWW Notre Dame,random failure,ER,0.1999975439706013,0.6538901970656589,0.7961032023553323,-0.1422130052896734,0.01300906516106621
WWW Notre Dame,random failure,ER,0.2099997236966926,0.6361171403221697,0.785888269082581,-0.14977112876041132,0.013445521250583622
WWW Notre Dame,random failure,ER,0.2199988333860356,0.6198942986347546,0.7756572181169009,-0.15576291948214627,0.011549664428956715
WWW Notre Dame,random failure,ER,0.2299979430753786,0.6042727236445021,0.765406672417869,-0.16113394877336684,0.011249985502628243
WWW Notre Dame,random failure,ER,0.2399970527647215,0.5893290127682829,0.7551470701104291,-0.16581805734214627,0.00991261857166554
WWW Notre Dame,random failure,ER,0.2499992324908129,0.5743074764604932,0.7448787181982569,-0.17057124173776372,0.010189482621811916
WWW Notre Dame,random failure,ER,0.2599983421801559,0.5574864381126642,0.7345876480141467,-0.17710120990148248,0.012492758444484607
WWW Notre Dame,random failure,ER,0.2699974518694988,0.5425781861608884,0.7242698685103262,-0.18169168234943778,0.011910286940148373
WWW Notre Dame,random failure,ER,0.2799996315955902,0.5279132346214184,0.7139488654679196,-0.1860356308465012,0.012368301080623674
WWW Notre Dame,random failure,ER,0.2899987412849332,0.5143590223774979,0.7036122052380966,-0.18925318286059878,0.012202083077700106
WWW Notre Dame,random failure,ER,0.2999978509742761,0.4998979212781176,0.693252826736336,-0.19335490545821843,0.0123372285057079
WWW Notre Dame,random failure,ER,0.3099969606636191,0.4846551888226102,0.682871957977337,-0.1982167691547268,0.013953868045614047
WWW Notre Dame,random failure,ER,0.3199991403897104,0.471415501843557,0.672486330661378,-0.20107082881782096,0.013838302945073273
WWW Notre Dame,random failure,ER,0.3299982500790534,0.4574853635998022,0.6620621743842273,-0.20457681078442513,0.013760648431815988
WWW Notre Dame,random failure,ER,0.3399973597683964,0.4431565810842756,0.6515990286403729,-0.2084424475560973,0.015144857512997333
